SaleID,name,regDate,model,brand,bodyType,fuelType,gearbox,power,kilometer,notRepairedDamage,regionCode,seller,offerType,creatDate,price,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14
10,18961,20050811,19,9,3,1,0,101,15,0,1193,0,0,20160320,3100,45.40124081,4.195311171,-0.370512505,0.44425134,-0.084921115,0.261944016,0.105385283,0.077271471,0.042444595,0.060794158,-4.206000306,1.06039088,-0.647515225,-0.19119351,0.349187337
11,74495,20080312,1,6,2,0,0,75,2,0,5709,0,0,20160326,5450,44.35598389,-3.040793149,-0.404017905,-1.864856751,-0.892789653,0.260496636,0.000541599,0.07562911,0.087131584,0.030019112,2.326681832,-2.093889571,1.366102003,0.036612992,1.49955071
12,120103,20010307,48,14,1,0,0,58,6,0,2753,0,0,20160321,1600,42.309224,-3.082286008,-0.604813258,0.843333166,0.388726738,0.240774542,0.000116299,0.104573426,0.053302597,0.074249557,3.477291373,-0.461450166,-1.442834914,0.659255339,1.199349861
13,8129,20041110,65,1,0,0,0,150,15,1,3203,0,0,20160326,3100,46.84457359,4.17533214,0.490609198,0.085718437,-0.38240511,0.261413583,0.106949527,0.134944723,0.050364254,0.051358927,-4.614692185,0.821889448,0.753489957,-0.886425261,-0.341561731
14,1896,20070009,1,0,,,0,0,15,-,3972,0,0,20160402,6900,37.47772581,4.439787871,17.08989845,2.969182969,0.301388922,0,0.117265075,1.297219411,0.040885286,0.020187319,2.550858529,18.19244272,5.145350965,-0.83616901,0.645097647
15,84546,19990209,138,27,6,0,0,128,15,0,2869,0,0,20160331,3200,45.03577144,2.841244847,-1.713433641,0.308345069,0.238539282,0.271371344,0.084737395,0,0.044032514,0.075108163,-3.173260734,-0.339295829,-1.321979976,-0.01193488,-2.802350948
16,10036,20110911,105,1,0,1,1,239,12.5,0,419,0,0,20160306,10500,48.3077698,2.366463879,1.160400851,-1.641051557,0.940787965,0.251403868,0.082237472,0.150079936,0.082606377,0.088695153,-3.625918002,-0.621775104,3.086575942,0.165461044,-2.192635223
17,29756,20050804,114,21,6,0,0,145,15,0,207,0,0,20160404,3700,45.00805419,-3.085546752,-1.762559119,-1.001014714,0.00443621,0.273476042,0.000241749,0,0.075399991,0.064551728,1.949036555,-3.173322688,0.237959727,0.213646644,-0.708033851
18,104088,19981011,48,14,1,0,0,45,15,-,1440,0,0,20160313,790,41.56443372,-3.118668874,-0.985252635,2.167609611,0.329220757,0.241011701,0,0.10567392,0.034902915,0.076203264,3.882781825,-0.027052202,-2.837059125,0.3122699,0.841186427
19,15738,20000306,0,0,0,0,0,105,15,0,347,0,0,20160328,1450,44.17659877,3.303564487,-0.74820191,1.338191084,-0.999284929,0.265543311,0.091956306,0.079137803,0.02952913,0.035463991,-2.93114362,1.229509065,-1.792165115,-1.02938833,0.182408607
20,148669,19970004,48,14,1,0,0,54,15,0,439,0,0,20160311,990,41.90664573,2.069275244,-0.678881316,1.825039037,-0.039354737,0.244260663,0.072857751,0.088415033,0.026091257,0.062780809,-0.863323556,2.081787826,-2.9302271,0.249215492,0.826872426
21,12784,20021009,8,0,0,,,116,15,-,1278,0,0,20160403,2800,45.04307413,2.944302624,-0.361230984,0.915214317,-0.458122207,0.261725883,0.087795843,0.097778231,0.038766573,0.050712561,-2.902841392,0.827033559,-0.903174708,-0.683878324,0.470213126
22,131637,19970008,26,14,1,0,0,75,15,-,5727,0,0,20160326,350,41.34647629,-3.214313072,-1.102792916,3.629930388,0.736762843,0.237250702,0,0.126609008,0.017123457,0.093230369,4.216986069,0.346678499,-3.941949249,0.052168899,-0.157513285
23,8949,19940401,78,7,5,0,0,105,15,1,1266,0,0,20160317,599,43.74018478,3.408253303,-1.850465933,2.593210532,0.749960623,0.263571873,0.093291713,0.016424666,0.013495281,0.093999943,-2.891659207,1.104113641,-3.580304429,0.157992326,-1.133201188
24,24822,20111106,21,16,1,1,1,54,5,0,940,0,0,20160327,9250,45.92417206,1.882509421,1.264432821,-1.860594635,0.617400866,0.239642428,0.072879124,0.150494961,0.083516439,0.072564294,-2.27686633,0.424155507,2.310638942,0.973527228,1.281068188
25,12877,20060111,3,3,2,1,0,101,15,0,141,0,0,20160311,3650,44.78618391,3.530907447,-0.119422782,-0.03896138,1.133721004,0.246415766,0.095317959,0.078009187,0.052210589,0.095349711,-3.372865268,1.174434582,-0.401302551,1.046835897,-0.631053243
26,1983,20020403,4,4,0,1,0,150,15,0,1212,0,0,20160401,2800,45.54244053,5.469757962,-0.03817624,0.456085884,-1.502337296,0.269485789,0.123606227,0.102148982,0.037357711,0.016911603,-5.358872011,1.700194251,-0.460888485,-1.482670676,-0.006074754
27,4415,20011209,31,10,2,1,0,143,15,1,1157,0,0,20160331,2399,45.75145813,5.019532864,0.313528135,0.716779288,-1.188915569,0.263355198,0.118020044,0.134083852,0.036865389,0.02736817,-4.923811236,1.735460264,-0.283900768,-1.465774445,-0.34885804
28,129342,19990504,121,10,5,0,1,218,10,0,5928,0,0,20160314,4900,45.26828811,-3.179236872,-1.267099013,-0.269118008,-1.408710411,0.279018163,0.000103771,0.057955728,0.065641797,0.023294005,2.106577035,-2.845668181,0.263419862,-1.382682506,-0.366849639
29,4365,20031008,7,7,0,0,0,105,12.5,0,2034,0,0,20160311,2999,45.22938191,3.104090997,-0.323157126,0.771475031,1.36741458,0.249100022,0.090309498,0.083442412,0.043873271,0.106191195,-3.087010868,0.861882106,-0.842617653,0.878120027,-0.191986495
30,713,20021108,4,4,0,0,0,170,15,0,1801,0,0,20160310,3350,45.27211855,5.129143743,-0.162237164,0.628847961,-1.515267859,0.269395953,0.118585362,0.098936195,0.035448974,0.016916373,-4.955360227,1.652120381,-0.719519452,-1.485414005,-0.063943602
31,12341,20130810,19,5,3,1,0,90,3,0,3113,0,0,20160404,12900,46.44820712,-3.151614727,0.025921649,-2.96440476,0.130742516,0.25992032,0.000637681,0.080587788,0.106754392,0.059899732,1.595618992,-3.144548837,3.180743544,0.686205898,1.166158851
32,32455,19980404,4,4,7,0,0,170,15,1,859,0,0,20160314,850,45.22841666,4.3119248,0.06926473,2.250398463,-1.042144968,0.261198262,0.108650838,0.15246111,0.018885615,0.036275832,-3.942863828,1.939455979,-1.566315162,-1.804281968,-0.435220194
33,183927,20051206,75,10,6,2,1,306,15,0,1887,0,0,20160329,14000,47.42500817,-3.22646897,-0.665688379,-2.220801074,-1.16869964,0.282709518,0.000507209,0.06251373,0.094526101,0.026862162,1.204482888,-4.032932805,2.800415807,-1.118606648,-0.713295672
34,107569,20130409,0,0,0,1,0,150,5,0,2533,0,0,20160309,17300,46.48408541,-3.110089851,0.285493929,-3.41599976,-0.133747555,0.259210591,0.001057044,0.090004392,0.112484504,0.049636848,1.539400527,-3.082380824,3.648006768,0.649158479,1.656865782
35,14634,20021006,40,1,4,0,0,170,15,-,441,0,0,20160324,5450,46.64865077,4.551677867,-0.436948056,-0.203977984,-1.717016184,0.28210268,0.110903177,0.072006797,0.047701658,0.011441891,-5.134813203,0.292630007,0.318518569,-1.702341146,0.359851847
36,11472,20030605,31,10,5,0,0,163,15,0,3031,0,0,20160319,4800,45.73240461,-3.217337935,-1.020533214,-0.467111906,-1.126678372,0.276554079,0.00010823,0.070355037,0.069957305,0.031212283,1.999541103,-2.955046368,0.716468683,-1.187307147,-0.191758065
37,29604,20091212,19,25,3,1,0,90,15,0,4264,0,0,20160308,5150,46.51011751,5.412516913,0.211813117,-1.300274202,-0.090710342,0.262402344,0.122634504,0.074568224,0.063685506,0.055666367,-5.818393815,0.963631068,1.151463357,0.184246616,0.680567464
38,16663,20050906,17,10,0,0,1,163,12.5,0,4231,0,0,20160402,8999,46.36803969,-3.256215412,0.147954868,-1.353637594,-1.340883252,0.267481484,0.000411126,0.134837638,0.084528295,0.020238239,1.919473381,-2.699483548,2.289038042,-1.291804204,0.395024675
39,171200,19920308,19,1,4,0,0,133,10,0,1097,0,0,20160319,7777,47.02006995,-3.342285969,-0.53671127,-0.199200722,-1.13391832,0.27740967,0.000282384,0.114644677,0.069685318,0.032533399,1.756247268,-3.24319672,1.397568374,-1.708463205,0.092054475
40,13271,20040510,107,25,3,0,0,116,12.5,0,3340,0,0,20160307,2450,44.32233171,-3.145863664,-1.135534342,-0.225600751,2.740116316,0.241723407,0.000141258,0.034631618,0.072105778,0.148384453,2.551082343,-2.101513424,-0.318561716,2.294120778,-2.310851031
41,39409,20070802,48,14,1,3,0,75,15,0,1513,0,0,20160313,4450,43.86322091,-3.104206546,0.176759415,-1.016351176,1.008204093,0.236354878,0.000518782,0.118216968,0.081520309,0.08734927,2.843947681,-1.159360335,0.853176248,1.467575776,1.895924721
42,20694,19960009,0,0,4,,0,90,15,0,4825,0,0,20160328,1600,44.6937759,2.017016754,-1.479142118,2.039646706,-0.72085829,0.274546624,0.074399284,0.053081168,0.023301388,0.048611179,-2.036309991,0.10745764,-2.330681713,-1.204631923,-0.022019358
43,189569,20040908,115,15,1,0,0,116,15,0,555,0,0,20160322,3800,45.1636368,-3.304945321,0.712626147,-0.033746306,-0.458963864,0.246334018,0.000168798,0.192364209,0.07003331,0.048240624,2.720519364,-1.344997992,1.249624134,-0.877903974,-0.351190519
44,26890,19990506,4,4,5,0,0,102,15,0,891,0,0,20160315,1550,44.65558326,2.792401147,-1.411223456,2.798065918,-1.162933868,0.276632947,0.085929167,0.07201686,0.011249495,0.036814134,-2.615104501,0.673102485,-2.857666487,-1.909361531,-0.674802884
45,8893,20010306,16,13,1,,0,60,15,0,1326,0,0,20160330,850,41.92192285,3.767860825,-0.649887956,3.050551994,1.804678783,0.230943356,0.097976291,0.092891327,0.009967934,0.120307582,-2.180792245,3.198050188,-4.031761808,1.411831401,0.220874014
46,2205,20080606,4,4,2,1,0,177,15,0,2402,0,0,20160322,10500,47.09020682,4.838210829,0.9925134,-0.977848129,-0.54745998,0.258734305,0.116019264,0.144670189,0.062946074,0.041373267,-5.331744378,1.05250864,1.768529625,-0.626659483,0.581983224
47,5162,20080412,78,7,2,1,0,140,15,0,1650,0,0,20160306,6000,44.81208912,4.784911192,-0.05869239,-0.649334281,1.134282045,0.246796611,0.112513672,0.060612627,0.056680571,0.092929372,-4.561220303,1.579388429,-0.135645262,1.401639302,-0.137978039
48,130399,20070703,111,27,0,1,0,115,12.5,-,2107,0,0,20160325,8200,46.00236251,-3.181103132,-0.057346346,-2.001740543,1.657944128,0.246412618,0.000654618,0.082882944,0.097077807,0.110441555,1.915815551,-2.706553024,2.271414981,1.488099308,-1.697153719
49,37552,20030707,47,1,4,0,0,180,15,-,1733,0,0,20160308,8500,46.426697,-3.215473191,-0.727296724,-1.357852024,-1.855165388,0.28246228,0.000261363,0.078644303,0.081176265,0.007158837,1.659201481,-3.367608002,1.82305115,-1.739949219,-0.294961889
50,3010,20020707,17,10,0,1,1,150,7,0,62,0,0,20160322,12000,46.38217661,4.966708773,0.33212443,-0.633200382,-1.866172711,0.272350717,0.116738756,0.11225224,0.053451487,0.004148604,-5.303591327,1.024233803,0.919614679,-1.690531897,0.118708766
51,110832,20020006,5,5,4,0,0,109,15,1,5484,0,0,20160325,350,41.99699232,-3.092622768,-2.780618128,2.706163996,0.980752098,0.259768873,0,0,0.024790169,0.101185012,3.392746249,-1.360967881,-4.125563489,0.626507798,-0.208094033
52,2856,20080205,40,1,2,1,0,170,15,0,1328,0,0,20160324,11599,46.25421232,4.659818481,0.645842058,-0.893050331,-1.201590642,0.263106156,0.112385308,0.126051901,0.059233718,0.021295353,-4.928450359,1.152657362,1.20870367,-0.937200689,0.80492511
53,151472,20010304,7,5,0,0,0,75,15,0,1332,0,0,20160319,450,41.96477762,-3.133607543,-1.937356661,2.530380183,1.00904606,0.249936174,0,0.044960698,0.029574508,0.101069969,3.596372113,-0.807034024,-3.503533468,0.606647307,-0.634495151
54,48983,19970804,110,5,1,0,0,0,12.5,0,3763,0,0,20160403,1000,41.04533043,-3.011338522,-1.201083999,1.383987958,0.682294112,0.238752023,0,0.068703178,0.043835398,0.084728182,3.844513135,-0.068132037,-2.711934569,1.085410918,0.599296325
55,99768,19990704,65,1,0,0,0,101,15,-,703,0,0,20160319,2499,44.3362856,-3.223436346,-0.849042402,0.661890026,-1.410948446,0.267850384,0,0.104070892,0.054215107,0.024242893,2.70491346,-1.858965561,-0.458493511,-1.595761408,-0.912795633
56,115726,20050507,44,0,3,1,0,131,15,0,305,0,0,20160309,8990,45.62098662,-3.125587491,-0.410245447,-2.055136765,-1.452561014,0.271508174,0.000423861,0.078943235,0.090293546,0.015553976,1.873266854,-2.861040574,2.088146503,-0.879798966,0.112134373
57,15668,20061212,200,37,6,1,1,109,15,0,80,0,0,20160316,3800,47.92567699,4.127122386,-0.359974915,0.213771364,2.121533722,0.259352463,0.107004187,0.065546165,0.052573622,0.13281779,-5.098767584,-0.23066508,0.477207172,0.792696414,-3.419690772
58,1581,20061205,5,5,1,0,0,75,8,0,92,0,0,20160321,3100,44.03794041,3.8536663,0.38100227,1.29793033,1.715800619,0.231393974,0.100696482,0.132127839,0.036526286,0.113431989,-3.077993738,2.430914647,-1.373851337,1.326846319,0.670806594
59,162381,19980902,155,7,4,0,0,110,15,-,1415,0,0,20160328,2850,44.09201447,-3.091501445,-1.887854432,-0.042780406,0.416495594,0.266667499,0,0.002825164,0.062979417,0.080110209,2.410426134,-2.53350624,-0.870060828,0.412456776,-1.667380192
60,1937,20090705,87,3,2,0,0,160,12.5,0,779,0,0,20160321,9200,46.8127547,2.527370309,0.784705302,-1.873715053,1.421448827,0.24448164,0.082509422,0.110628338,0.082990081,0.101394154,-3.299112541,-0.110359419,2.32879802,1.170283699,-1.767405829
61,3935,20000311,31,10,0,0,1,163,15,0,828,0,0,20160311,2499,45.85549477,4.625324275,0.029555014,0.833538637,-1.253932969,0.267688397,0.112446132,0.119711513,0.03588795,0.027164709,-4.660481396,1.339293676,-0.428019902,-1.60909014,-0.428763325
62,47562,20071111,0,0,3,0,0,102,12.5,0,1157,0,0,20160315,142,42.71907337,-3.358662318,-1.78194102,4.555581052,1.153935425,0.250116005,0,0.103683269,0.006481372,0.110125871,3.812653706,-0.623541317,-4.398697318,-0.224719308,0.015883006
63,708,20001210,0,0,0,0,0,75,15,0,1415,0,0,20160401,2200,44.28069536,4.425229339,-0.678330101,1.523013499,-1.012150012,0.265833934,0.108044857,0.080996267,0.024556419,0.034906703,-3.931999367,1.745444615,-1.9721569,-1.087041107,0.212647025
64,59894,20000212,26,14,2,0,0,75,15,-,1350,0,0,20160328,800,43.62089509,4.949706444,-0.668986058,0.868337631,-0.051026183,0.255653332,0.11428276,0.055485186,0.032145411,0.061069123,-4.213315209,2.165121876,-1.939614629,0.204434662,0.292771522
65,13574,20021103,0,0,0,0,0,105,9,0,2400,0,0,20160324,3200,44.9089524,2.982600133,-0.424376147,1.009238373,-0.441946546,0.261571486,0.088226836,0.094724815,0.037193299,0.051602239,-2.887171491,0.890223562,-1.063706487,-0.669636433,0.427229494
66,3170,19980804,31,10,2,0,1,170,15,0,302,0,0,20160325,1200,44.04698576,-3.324260403,-0.72006482,2.215926718,-1.015029304,0.260767083,0,0.144759898,0.035686675,0.039532202,3.145727601,-1.231774912,-1.530452995,-1.77128523,-0.814941479
67,128546,20070108,20,15,1,0,0,0,15,-,923,0,0,20160320,6100,45.55664826,-3.244803871,0.909774109,-1.320596695,1.284668209,0.234053835,0.000648613,0.1658344,0.090130702,0.098042531,2.422377518,-1.660786983,2.2739676,0.912849368,-1.290971713
68,132650,19990610,48,14,1,0,0,65,15,0,610,0,0,20160403,200,40.48718024,-3.177381256,-1.477186968,4.225776201,0.836630219,0.236333636,0,0.110419555,0.007793907,0.096671201,4.515295903,0.696078293,-4.939524945,0.255844472,0.486515967
69,183076,19990007,8,0,0,0,0,120,15,0,1253,0,0,20160325,2200,43.51836221,-3.128727352,-1.217732616,0.63038629,-1.272659311,0.267209371,0,0.074018794,0.052677281,0.027202653,2.858860229,-1.662030813,-1.043733305,-1.0856196,0.22362499
70,57578,19981205,1,7,1,0,0,73,12.5,0,638,0,0,20160308,500,41.81009831,-3.236709867,-0.858487635,3.075592857,-0.639725768,0.246952327,0,0.142724829,0.022660902,0.050471478,4.016677964,0.08849961,-3.165932437,-1.029658851,0.088068284
71,4295,20030304,22,9,1,0,0,75,15,0,1764,0,0,20160326,920,41.64535659,-3.06720256,-0.889088888,1.146198076,0.9870733,0.236074451,0,0.085020781,0.049108539,0.093227288,3.708811458,-0.219828767,-2.129936535,1.238495921,0.429308945
72,124713,19990403,19,14,3,0,0,0,15,-,24,0,0,20160306,899,42.88183176,-3.15915107,-1.764647538,1.890131753,-0.837090811,0.266443676,0,0.059411363,0.035639744,0.044848557,3.180389648,-1.404291076,-2.471618978,-1.039006558,-0.368230043
73,2427,20081202,19,13,1,0,0,77,10,0,1240,0,0,20160308,4000,45.49577593,3.467106333,1.073146517,0.324682749,0.787036283,0.237697626,0.09642629,0.1721067,0.051492207,0.083954265,-3.287849057,1.73573303,0.398900119,0.401444221,0.678404827
74,64481,20120203,63,0,3,1,0,105,6,0,1873,0,0,20160404,17950,47.00465116,4.438560043,0.453542607,-2.970769194,0.327700229,0.259590072,0.108265795,0.059493492,0.089016367,0.064180886,-5.298110607,0.049245391,2.70112874,0.93062316,0.048302305
75,145932,20060707,4,4,2,1,1,163,15,0,2600,0,0,20160401,7299,45.83107898,-3.232480999,0.220941792,-1.336177426,-0.992927239,0.261061008,0.000300999,0.136667968,0.084296227,0.029509537,2.127889624,-2.348290202,2.072099658,-0.847814407,0.425699883
76,10758,20080510,40,1,0,1,0,143,12.5,0,3469,0,0,20160321,11500,47.2958995,4.533780309,0.796313616,-1.592335976,-1.0631743,0.266374942,0.111222807,0.123371957,0.070302835,0.024959693,-5.26772187,0.504564039,2.197274134,-0.84088046,1.018300259
77,194095,20030906,17,10,2,0,1,500,15,0,1381,0,0,20160325,19780,46.6736486,-3.229709276,0.563543959,-2.372075503,-1.916347107,0.26856883,0.000522507,0.146367019,0.097290913,0,1.720699177,-2.840626191,3.369596738,-1.533845259,0.435659098
78,1922,19940303,0,0,0,0,0,90,15,0,1240,0,0,20160331,1200,44.61945644,3.00714625,-0.611787699,2.613764027,-0.333862322,0.260651964,0.089487134,0.115096197,0.016599242,0.059179628,-2.624541117,1.346016879,-2.359769467,-1.091689125,0.09584752
79,188922,20010610,0,0,4,0,0,116,15,0,7344,0,0,20160327,3900,44.94489133,-3.133450903,-1.442924506,-0.185920653,-0.916470551,0.275902425,0.000383634,0.043324885,0.064496215,0.037876002,2.178125043,-2.738628413,-0.083461263,-0.801696134,0.455886236
80,6462,19991201,49,1,0,1,0,150,15,0,396,0,0,20160405,1800,45.09747278,4.08257479,-0.334991627,1.912091986,-1.670167336,0.27031785,0.104615106,0.122694578,0.021263854,0.016955234,-3.835438523,1.499597253,-1.569000479,-2.182079956,-0.423788095
81,25652,19980312,29,0,0,0,0,60,15,-,3481,0,0,20160327,650,42.94931565,-3.240305072,-1.554444205,2.98809329,0.501410875,0.254056463,0,0.088799463,0.0254051,0.087094392,3.452141986,-0.963209349,-3.124836742,-0.259774464,-0.020903365
82,84706,20091102,88,14,3,1,0,150,15,0,1211,0,0,20160330,6500,45.18296384,-3.08230896,-0.640427203,-2.071858514,1.869137305,0.248025322,0.000678942,0.037105341,0.095509292,0.115523287,2.02058892,-2.662842745,1.567801725,2.131540856,-0.410944058
83,8372,20100505,60,11,1,1,0,105,12.5,0,4411,0,0,20160320,6390,45.2544204,4.115494206,1.012392592,-2.048125585,1.370688293,0.234541136,0.103286109,0.106567708,0.079836558,0.094974591,-4.083626644,1.480162016,1.685305988,1.912373118,0.378724632
84,67802,19950412,73,14,0,0,1,136,15,0,4332,0,0,20160331,800,41.65135982,-3.037600356,-2.103371246,1.831322266,0.723645261,0.252987165,0,0.018659286,0.036676511,0.089818033,3.506281005,-0.908319856,-3.298892244,0.854183043,0.334539582
85,6805,20080411,29,0,1,0,0,60,8,1,5910,0,0,20160330,2900,45.60216542,4.233312637,1.130084428,-0.405614024,1.188207222,0.235653655,0.106753942,0.152408643,0.059534315,0.093112651,-4.080193606,1.876428124,0.813542901,1.11101788,1.230482775
86,83727,19980411,39,9,0,0,1,90,15,0,617,0,0,20160314,749,41.9909723,-3.089554225,-1.967793611,1.972498323,0.883083134,0.251739947,0,0.031144739,0.036143484,0.095886077,3.47168948,-0.964793826,-3.162308721,0.769740555,-0.362924804
87,39296,20140403,23,4,0,0,0,136,2,0,526,0,0,20160315,20000,47.32999231,-3.188413236,0.668936742,-3.611293382,-0.630565303,0.262673179,0.00093074,0.118741093,0.116227302,0.034736178,1.326271098,-3.349744062,4.42095255,-0.084396402,0.700015325
88,9791,20060009,1,5,3,1,0,120,15,-,4613,0,0,20160312,4300,45.33497436,3.944996064,-0.390035037,0.175424898,-0.034154184,0.261567682,0.101557072,0.071322846,0.046339671,0.061287089,-3.994263031,0.908561937,-0.48742887,0.01915698,1.144915375
89,109420,20080810,63,0,3,1,0,105,15,0,602,0,0,20160406,7800,46.49315594,3.250217442,0.126836425,-1.387579699,0.484586481,0.258185806,0.092119056,0.076844315,0.071322036,0.073935098,-3.905665884,-0.002806411,1.408417375,0.531116318,-0.324806623
90,11025,20050902,88,14,3,1,0,150,15,0,2702,0,0,20160402,5500,45.02570684,4.547018848,-0.543312536,-1.097739704,1.31405525,0.252816693,0.108627034,0.01772241,0.062368571,0.099394645,-4.591004167,0.907803048,-0.01996808,1.651972956,-0.774245376
91,127334,20041006,4,4,2,1,0,150,15,0,1049,0,0,20160323,2550,44.77092089,-3.263013558,-0.303921301,0.390585326,-0.952342592,0.260412851,0,0.134984169,0.060356044,0.035427875,2.672554794,-1.744633696,0.188036448,-1.163822311,-0.000428683
92,28227,20061209,49,1,0,1,1,233,15,-,952,0,0,20160403,14300,46.99571322,-3.272774809,0.445934316,-2.029686481,-1.211012321,0.26673591,0.000500127,0.141630577,0.09473191,0.022230037,1.673859541,-2.982331001,3.165538625,-1.10008872,0.627346484
93,387,20020606,4,4,0,0,0,143,15,0,1785,0,0,20160329,4100,45.56636806,5.038775905,-0.056479045,1.123600061,-1.158816984,0.266768616,0.118149537,0.116047169,0.030822549,0.029305218,-4.894241119,1.682974254,-0.858912425,-1.48195804,-0.082611233
94,43134,20090301,30,6,1,0,0,120,7,0,1507,0,0,20160305,6750,44.71705469,3.396707731,0.764349251,-1.733726398,0.741729889,0.238964129,0.092628485,0.104092839,0.075390821,0.075831479,-3.251810028,1.352019357,1.205721194,1.542266409,1.626634339
95,110755,20051012,5,5,1,0,0,75,15,0,2822,0,0,20160309,1999,43.26195531,-1.172390689,-0.07860001,0.313352455,1.155704479,0.235035732,0.02798953,0.113895685,0.058806069,0.0957249,1.463537621,0.111192181,-0.655517655,1.234395049,0.61130304
96,159109,20050301,4,4,0,0,1,150,12.5,0,699,0,0,20160313,7999,45.94386913,-3.210643142,-0.048595917,-1.352732036,-1.130483205,0.266102797,0.000478958,0.118209166,0.083775123,0.026416049,2.003146986,-2.598840677,1.97241545,-0.972125213,0.396009478
97,129992,20021002,11,10,0,0,1,125,10,0,122,0,0,20160309,2450,44.46910978,-3.230312846,-0.76553027,0.687277448,-0.762961352,0.263091807,0,0.106462809,0.05553335,0.042696966,2.704525879,-1.820473008,-0.432458533,-0.949567622,0.359474582
98,31752,20020011,1,1,2,,1,0,15,0,6792,0,0,20160310,3000,44.52081732,-3.226854524,-0.418130249,0.384835258,-1.545607879,0.264774988,0,0.130293586,0.058610047,0.017427121,2.699160104,-1.707344467,0.044952711,-1.545574578,0.68484109
99,102460,19940305,17,10,2,0,1,136,15,0,7887,0,0,20160312,3200,43.60959303,-3.083313674,-0.831228768,-0.363979574,-2.755411652,0.269923205,0,0.0829214,0.063576742,0,2.702198561,-1.737653147,-0.031257436,-2.10937242,-0.352153517
100,3629,20040308,78,7,2,1,0,136,15,1,2587,0,0,20160312,2000,44.29382579,3.601196972,-0.378059116,0.162530481,0.843944827,0.248843384,0.095740258,0.064571591,0.047734093,0.087536157,-3.277089758,1.319376559,-0.902169715,0.926877234,-0.509234744
101,45115,20031211,22,9,1,0,0,58,10,-,2892,0,0,20160405,3000,42.12915184,3.629863973,-0.466314922,-0.583935244,0.116512575,0.243766062,0.093181243,0.03932334,0.053038264,0.060489894,-2.60325936,2.146378829,-1.356138742,1.309616884,0.615167028
102,21361,20010407,69,6,2,0,0,116,15,0,3349,0,0,20160328,1399,42.80340791,3.340550429,-1.055948807,1.574483501,-0.311337284,0.256796044,0.091080092,0.054540858,0.02517005,0.054864711,-2.455339147,1.817167885,-2.771665849,-0.04115478,0.636053929
